9.802,10.132,1
10.35,9.768,1
10.098,9.988,1
9.73,9.91,1
9.754,10.43,1
9.836,9.902,1
10.238,9.866,1
9.53,9.862,1
10.154,9.82,1
9.336,10.456,1
9.378,10.21,1
9.712,10.264,1
9.638,10.208,1
9.518,9.956,1
10.236,9.91,1
9.4,10.086,1
10.196,9.746,1
10.138,9.828,1
10.062,10.26,1
10.394,9.984,1
10.284,10.348,1
9.706,9.978,1
9.906,10.588,1
10.356,9.198,1
9.954,9.704,1
9.796,10.378,1
10.386,10.608,1
10.41,9.912,1
10.172,10.598,1
10.286,9.712,1
9.932,10.234,1
10.298,9.948,1
10.352,9.932,1
9.848,10.328,1
10.514,10.498,1
9.944,9.934,1
9.92,10.022,1
9.908,10.606,1
10.182,9.99,1
10.256,9.25,1
12.04,10.028,2
12.082,10.044,2
12.4,10.156,2
11.988,9.926,2
12.34,9.918,2
12.228,9.978,2
12.348,10.488,2
12.044,9.358,2
11.736,10.122,2
12.35,9.798,2
11.246,10.122,2
12.276,10.99,2
12.374,10.018,2
12.53,10,2
12.27,9.792,2
12.364,10.176,2
12.458,10.18,2
11.952,9.682,2
11.772,9.924,2
11.502,10.008,2
12.134,9.482,2
11.628,10.286,2
12.064,9.616,2
11.906,9.82,2
11.736,10.29,2
12.114,10.904,2
11.59,9.712,2
12.648,9.814,2
12.164,11.018,2
12.22,9.796,2
11.846,9.634,2
11.808,10.058,2
12.096,9.846,2
11.594,10.078,2
12.252,9.938,2
11.998,9.676,2
11.894,10.012,2
12.274,9.936,2
12.176,10.364,2
12.104,10.388,2
11.372,11.466,3
10.94,11.482,3
11.084,11.554,3
11.232,11.374,3
11.22,11.64,3
10.962,11.75,3
11.014,11.746,3
11.524,10.982,3
11.012,11.364,3
11.2,11.062,3
11.626,11.894,3
11.23,11.728,3
11.144,11.91,3
11.106,11.868,3
11.53,11.918,3
11.21,11.114,3
10.746,11.702,3
11.154,11.692,3
11.412,11.924,3
10.948,11.532,3
10.988,12.298,3
10.96,11.392,3
11.656,11.346,3
11.178,12.062,3
11.368,11.56,3
11.264,11.724,3
11.554,11.576,3
10.974,11.114,3
11.12,11.634,3
11.51,12.052,3
10.95,11.402,3
11.864,12.406,3
11.198,10.854,3
11.65,11.496,3
11.248,11.722,3
11.602,11.888,3
11.424,11.454,3
11.312,11.718,3
10.736,11.68,3
11.56,11.798,3
10.028,12.268,4
9.282,11.976,4
9.178,11.53,4
9.954,12.398,4
9.622,11.558,4
9.914,11.844,4
9.07,11.092,4
10.578,11.354,4
9.582,12.14,4
9.622,11.528,4
9.35,11.71,4
10.234,11.974,4
8.986,12.31,4
9.438,12.11,4
9.592,12.012,4
9.666,11.88,4
9.364,12.012,4
9.71,11.772,4
9.992,11.836,4
9.916,12.028,4
9.382,12.226,4
9.808,12.23,4
9.272,12.152,4
9.392,11.18,4
9.28,11.976,4
9.848,11.632,4
9.322,11.514,4
9.718,11.95,4
9.12,11.76,4
8.978,12.37,4
10.072,12.202,4
9.966,11.822,4
9.506,11.648,4
9.702,11.536,4
9.45,11.96,4
9.916,11.962,4
9.96,11.538,4
9.014,11.744,4
9.024,11.846,4
10.296,11.61,4
7.87,10.838,5
8.164,10.534,5
8.214,10.62,5
8.166,10.698,5
8.05,10.746,5
7.978,11.13,5
8.08,10.992,5
8.472,11.082,5
8.494,10.584,5
8.354,10.38,5
8.096,10.714,5
7.882,10.832,5
7.908,11.346,5
7.814,10.872,5
8.28,10.104,5
8.082,10.676,5
8.068,10.118,5
8.116,10.698,5
8.042,10.79,5
8.096,10.878,5
8.124,10.932,5
8.632,11.124,5
8.27,10.716,5
7.622,10.148,5
8.198,11.398,5
8.582,11.064,5
7.942,11.076,5
8.004,10.574,5
8.504,11.378,5
8.118,11.012,5
7.874,11.296,5
7.668,10.924,5
7.966,10.72,5
7.94,10.996,5
7.988,11.228,5
8.164,11.112,5
8.386,10.772,5
8.248,10.994,5
8.286,10.734,5
8.224,10.316,5
7.976,9.578,6
7.876,8.796,6
8.172,9.01,6
8.068,9.202,6
8.416,8.654,6
8.71,8.458,6
8.056,8.434,6
7.304,9.266,6
8.118,8.608,6
7.616,9.446,6
8.092,8.956,6
8.368,8.968,6
8.022,9.334,6
8.32,9.062,6
7.832,8.952,6
7.704,8.672,6
8.236,9.108,6
8.37,8.904,6
8.352,8.896,6
8.046,9.228,6
7.71,9.538,6
8.534,8.55,6
7.996,9.172,6
8.046,9.204,6
8.622,9.174,6
7.776,8.898,6
8.226,9.038,6
7.904,9.194,6
7.874,8.856,6
7.992,8.952,6
8.262,9.468,6
8.088,9.294,6
8.034,9.792,6
8.352,9.016,6
7.85,9.334,6
8.404,9.366,6
7.892,8.808,6
8.202,9.232,6
7.668,9.026,6
8.242,9.308,6
9.432,8.61,7
10.066,8.19,7
9.146,8.044,7
9.662,7.866,7
9.6,7.874,7
8.618,8.552,7
9.334,7.658,7
9.424,7.83,7
8.892,8.166,7
9.386,7.746,7
9.878,8.054,7
9.558,7.948,7
9.222,8.002,7
9.52,8.282,7
9.76,7.932,7
9.568,8.052,7
9.736,7.552,7
9.584,8.478,7
9.358,8.242,7
9.404,7.79,7
9.458,8.54,7
9.482,7.766,7
8.844,8.024,7
9.29,8.472,7
9.274,7.566,7
9.11,8.014,7
9.542,7.688,7
9.432,8.122,7
9.786,8.066,7
9.382,7.664,7
9.404,8.228,7
9.146,8.158,7
9.622,8.004,7
10.286,7.892,7
9.43,7.676,7
9.44,8.058,7
9.788,7.684,7
9.586,7.91,7
9.694,7.448,7
9.576,7.866,7
11.442,8.688,8
11.466,8.558,8
10.674,8.936,8
11.23,8.126,8
11.614,8.588,8
11.59,8.496,8
11.536,7.586,8
11.638,8.266,8
11.16,8.43,8
10.904,8.532,8
11.284,8.742,8
11.25,8.192,8
10.84,8.218,8
11.798,8.836,8
11.51,8.094,8
10.932,7.796,8
11.404,8.206,8
11.088,8.326,8
11.334,8.17,8
11.272,8.394,8
11.59,8.408,8
11.212,8.516,8
11.566,8.024,8
11.246,8.584,8
11.252,8.566,8
10.78,8.294,8
11.04,8.322,8
11.198,7.886,8
11.168,8.262,8
11.88,8.08,8
11.356,8.586,8
11.182,8.342,8
10.836,8.664,8
11.696,8.906,8
11.282,8.28,8
10.718,8.534,8
10.444,8.684,8
11.124,8.618,8
11.392,8.94,8
11.212,8.308,8
